Index,ZP2_Coeff,FAM159B_Coeff,PRORY_Coeff,ALK_Coeff,EXOSC6_Coeff,ERVV-1_Coeff,SLC5A11_Coeff,MEI4_Coeff,CYP17A1_Coeff,VSTM2A_Coeff,ABCC11_Coeff,TBC1D26_Coeff,MAGEB1_Coeff,VAC14_Coeff,APITD1-CORT_Coeff,ERVV-2_Coeff,STAC2_Coeff,DNAJC28_Coeff,DDX19B_Coeff,DTNB_Coeff,NTSR2_Coeff,DEFB133_Coeff,PDP2_Coeff,NECAB3_Coeff,LYZL2_Coeff,PCDH8_Coeff,SQSTM1_Coeff,GCDH_Coeff,CAPN13_Coeff,C1QL2_Coeff,ACYP2_Coeff,PIK3R2_Coeff,TBC1D3D_Coeff,GPR26_Coeff,ALDH1A2_Coeff,ASAP3_Coeff,PIK3R3_Coeff,PDE6A_Coeff,TMEM233_Coeff,LHX3_Coeff,CYP4B1_Coeff,DDX28_Coeff,TRAPPC12_Coeff,CPXCR1_Coeff,ATP6V0D1_Coeff,EPHX1_Coeff,TMEM53_Coeff,CAMP_Coeff,GATB_Coeff,SOX3_Coeff,ZIM2_Coeff,SLC5A5_Coeff,IFNB1_Coeff,DHDDS_Coeff,DDX19A_Coeff,CBR3_Coeff,ATPAF1_Coeff,ALDH4A1_Coeff,GPATCH3_Coeff,OSGIN1_Coeff,ACSL1_Coeff,PSKH2_Coeff,HSDL1_Coeff,SLC30A3_Coeff,ERP27_Coeff,NRL_Coeff,USP51_Coeff,FAM221B_Coeff,HRH3_Coeff,SGF29_Coeff,VPS11_Coeff,TEX43_Coeff,PLEKHD1_Coeff,ACR_Coeff,SPRY3_Coeff,DCT_Coeff,ZBTB8B_Coeff,REN_Coeff,ABAT_Coeff,CRHR1_Coeff,SLC38A7_Coeff,DUS2_Coeff,ACSM5_Coeff,ASIC5_Coeff,LECT1_Coeff,RNF180_Coeff,TMEM25_Coeff,DHODH_Coeff,C2orf80_Coeff,CDADC1_Coeff,VPS4A_Coeff,HAGH_Coeff,CPA5_Coeff,PEF1_Coeff,BBS5_Coeff,TMEM268_Coeff,KLB_Coeff,ANKRD30BL_Coeff,RGS7BP_Coeff,TCP10L2_Coeff,Intercept,ZP2,FAM159B,PRORY,ALK,EXOSC6,ERVV-1,SLC5A11,MEI4,CYP17A1,VSTM2A,ABCC11,TBC1D26,MAGEB1,VAC14,APITD1-CORT,ERVV-2,STAC2,DNAJC28,DDX19B,DTNB,NTSR2,DEFB133,PDP2,NECAB3,LYZL2,PCDH8,SQSTM1,GCDH,CAPN13,C1QL2,ACYP2,PIK3R2,TBC1D3D,GPR26,ALDH1A2,ASAP3,PIK3R3,PDE6A,TMEM233,LHX3,CYP4B1,DDX28,TRAPPC12,CPXCR1,ATP6V0D1,EPHX1,TMEM53,CAMP,GATB,SOX3,ZIM2,SLC5A5,IFNB1,DHDDS,DDX19A,CBR3,ATPAF1,ALDH4A1,GPATCH3,OSGIN1,ACSL1,PSKH2,HSDL1,SLC30A3,ERP27,NRL,USP51,FAM221B,HRH3,SGF29,VPS11,TEX43,PLEKHD1,ACR,SPRY3,DCT,ZBTB8B,REN,ABAT,CRHR1,SLC38A7,DUS2,ACSM5,ASIC5,LECT1,RNF180,TMEM25,DHODH,C2orf80,CDADC1,VPS4A,HAGH,CPA5,PEF1,BBS5,TMEM268,KLB,ANKRD30BL,RGS7BP,TCP10L2,OS_MONTHS,TUMOR_STAGE,SMOKING,OS_STATUS
140,0.001377291,0.001331086,0.001040165,0.000829203,0.001055697,0.000909359,0.000816228,0.000734675,0.00047123,7.8372E-05,0.000653947,0.000215857,0.000873099,0.000955773,0.000419698,0.000521895,0.001629342,0.000548724,0.000449116,0.001443364,0.000164118,0.000260005,0.000617966,0.00112167,0.000466945,0.000923048,0.001396597,0.000721897,0.004811019,0.002971695,0.000714645,0.000526043,0.000335687,0.000282785,0.002583354,0.001256791,0.001785319,0.000316254,0.000320166,0.000103188,-3.87971E-05,0.000597442,0.000122464,0.000203362,0.000637964,0.001609363,0.000773403,0.001734274,0.000436686,6.42131E-05,0.000121097,0.000631358,0.000289215,0.00087634,0.000138375,0.002950869,0.000515853,0.001039413,0.000982349,0.002835322,0.001827397,5.1735E-05,0.00044864,0.000308716,0.000896983,0.000538396,0.000599942,0.000387774,-1.82907E-05,0.000377517,0.001017138,0.000221582,0.000608319,0.000284653,0.000553917,0.000336857,-7.18453E-07,0.000755635,-0.000983405,0.000880134,0.001003247,0.000367187,0.000438484,0.000311952,0.001928936,0.000313246,0.000425703,0.000599485,0.000150654,0.00031959,0.000404779,-0.000274951,7.77528E-05,0.000608971,0.000546684,0.000534376,0.000479431,0.000152171,0.000626723,0.00013092,-0.053197803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stage IIIA,2,0
145,6.1884E-05,6.95799E-05,4.34764E-05,4.3089E-05,0.000126538,4.39128E-05,-9.27686E-05,2.40186E-05,2.86501E-05,-3.0692E-06,2.1354E-06,5.81762E-06,1.91423E-06,0.000106727,2.11554E-05,2.3884E-05,8.50286E-05,3.40441E-05,8.86172E-05,4.4449E-05,-4.3206E-06,6.23515E-06,7.59313E-05,0.000176318,2.33726E-05,4.03113E-05,1.94195E-05,0.000105332,0.000159325,0.000157542,1.89582E-05,3.02428E-05,5.22741E-06,7.20037E-06,0.000160247,0.000144977,0.000158277,1.28741E-07,0.000137432,-3.83426E-06,0.000684893,0.000154087,4.86464E-05,1.06785E-05,0.0002116,0.000313123,4.79249E-05,0.000124086,4.20199E-05,-2.32171E-06,3.35423E-06,-0.000171801,1.21011E-05,-2.19587E-05,5.99196E-05,5.64548E-05,5.23688E-05,8.80008E-05,4.02978E-05,-0.000238849,0.000248141,-4.51839E-06,0.000138827,-3.16643E-05,0.000405242,5.84651E-05,5.199E-05,3.18557E-05,-3.15565E-06,4.23885E-05,1.05621E-05,-3.98159E-06,3.70221E-05,2.16246E-06,-6.27643E-06,1.45477E-05,1.29959E-05,-2.91705E-06,0.000121171,4.37806E-05,1.33108E-05,0.000120482,5.28267E-05,-1.17816E-05,0.00019721,2.33891E-05,8.55983E-05,8.10969E-05,1.87635E-06,1.35448E-06,0.000111616,0.000100578,3.82359E-06,6.74661E-05,4.45411E-05,0.00018439,-1.2629E-05,-2.44732E-07,8.64224E-05,-2.37166E-07,-0.001850431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stage IIIA,2,1
150,8.72378E-06,9.83492E-06,6.58081E-06,6.6873E-06,1.99592E-05,6.80461E-06,-1.56627E-05,4.1443E-06,5.32486E-06,-3.19806E-07,3.37E-07,1.90048E-06,4.74322E-08,1.59473E-05,6.52942E-06,4.76451E-06,1.19531E-05,5.94796E-06,1.42042E-05,6.78454E-06,-1.15457E-06,2.16241E-06,1.1767E-05,2.8941E-05,6.32706E-06,6.33982E-06,1.72981E-07,1.48628E-05,2.15645E-05,2.48256E-05,4.45266E-06,5.78876E-06,1.97981E-06,2.467E-06,2.32421E-05,2.6043E-05,3.0507E-05,5.33767E-07,6.43242E-05,-1.79011E-06,0.000251815,5.7436E-05,1.8103E-05,4.51341E-06,7.79955E-05,0.000113424,1.70967E-05,4.32615E-05,1.46061E-05,-4.76803E-07,1.79431E-06,-6.32375E-05,5.10609E-06,-7.86509E-06,2.09849E-05,2.05208E-05,1.87781E-05,3.1175E-05,1.39711E-05,-7.95775E-05,8.21109E-05,-1.25866E-06,4.9134E-05,-9.80401E-06,0.000128661,2.05224E-05,1.93504E-05,1.10948E-05,-1.08425E-06,1.32425E-05,3.55611E-06,-5.04751E-07,1.33663E-05,1.44171E-06,-2.54003E-07,5.20782E-06,4.85836E-06,1.33148E-06,4.40202E-05,1.58813E-05,6.10914E-06,4.0029E-05,1.88172E-05,-3.01307E-06,7.02505E-05,1.0741E-05,2.98718E-05,2.80664E-05,1.35641E-06,1.38339E-06,3.63181E-05,3.47783E-05,7.9209E-07,2.2477E-05,1.4633E-05,5.57718E-05,-2.77785E-06,4.48959E-07,2.96636E-05,-5.60542E-08,-0.000355043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stage IIIA,3,0
167,0.001037587,0.001124397,0.000752976,0.000692924,8.04942E-05,0.000752793,0.000739334,0.00051489,0.000373205,1.52663E-06,0.000475754,0.000134456,0.000622941,0.000820338,8.05337E-06,0.00042077,0.001097126,0.000361836,0.000439766,0.001185663,7.31074E-05,0.000147353,0.00035853,0.001097462,0.000407596,0.000202758,0.00116188,0.000971487,0.003833892,0.002492979,0.000669132,3.06816E-05,0.000211429,0.000166609,0.002042918,0.001184177,0.000650304,0.000194056,0.000966845,2.64904E-05,0.000678241,0.00031854,0.000594229,0.000158209,0.000614094,-0.000626192,-0.000424786,0.001278251,-0.000178166,-4.4664E-05,9.71046E-05,0.002416385,4.01467E-05,-0.000638853,0.000133943,0.002400689,-0.000768959,0.000550386,0.000337001,0.002832203,-0.000155455,-1.90199E-05,0.00022905,-1.36838E-05,0.000115358,0.000456734,0.000305086,0.000305567,1.56396E-05,0.000778522,9.68279E-05,0.000135785,0.000369992,0.000246778,0.001028884,0.000155962,4.17354E-05,0.000585066,-0.000557341,0.00038241,0.001213124,0.000294277,0.000248872,0.000182334,-0.000796893,0.000758542,0.000539898,0.00023021,8.87791E-05,0.000976935,0.00010808,0.000711177,0.000128674,-0.000568477,0.0004653,0.001208812,-0.000636586,6.29931E-05,0.000364947,5.1244E-05,-0.029995132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stage IIIA,3,1
182,0.000486903,0.000440679,0.000486099,0.000351105,0.000635547,0.000217296,-0.000267275,0.000232267,0.000239349,1.59623E-05,0.000173932,8.74332E-05,0.000147117,0.000314919,-0.000177956,0.000131247,0.000226456,-0.000216836,0.000291967,-0.000282615,5.83716E-05,0.000105861,0.000352354,0.000595141,-0.000327251,0.000371209,0.001116848,0.000182614,-0.000625832,0.000260006,9.66138E-05,0.000210453,0.000130465,0.000113315,0.000885083,0.000692595,-0.000120457,-0.000100477,0.000235456,2.24703E-05,0.003103159,0.000143945,0.000532873,0.000115486,0.000319211,0.00029135,-0.000235348,-4.00667E-06,0.000174549,2.01886E-05,5.60007E-05,-0.002724011,6.75326E-05,0.000129597,0.000188051,0.000891492,0.000226673,-0.000561717,0.000138538,0.000403692,0.000480534,1.04436E-05,-5.04376E-05,-0.00010232,0.000829972,-9.10887E-05,-2.99194E-05,9.1174E-05,2.46274E-05,0.000313029,3.41606E-05,9.76364E-05,0.000153412,-0.000192544,-0.000231774,0.000150851,-6.6107E-06,0.000650362,-1.37147E-05,0.000406272,0.000256366,5.85203E-05,0.000292976,4.29371E-05,0.00128496,0.000593219,-0.000495471,0.000267843,-0.000664966,0.000302516,0.000489166,0.0001681,3.60021E-05,0.000161577,0.000557334,0.000468407,7.08299E-05,3.5249E-05,-0.000370826,3.99489E-05,-0.019256662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stage IIIA,2,0
191,0.000690577,0.000663643,0.000827795,0.00063145,0.001292895,0.000410507,2.70143E-05,0.000516868,0.000442803,8.30278E-05,0.000387537,0.000186807,0.000506191,0.00069085,-0.000130565,0.000348907,0.00063034,-0.000202273,0.00051091,-0.000120701,0.00014956,0.000224486,0.000888841,0.000615789,-6.33853E-05,0.000630273,0.001853034,0.000141168,-0.001148293,-0.000237509,0.000328154,0.000396298,0.000274489,0.000237068,0.001690622,0.000810735,-1.85682E-05,2.0815E-05,0.000672735,9.18954E-05,0.004425145,0.000549601,0.000773474,0.000250069,0.001050083,0.001039986,-0.000154867,0.000783574,0.000380096,9.35176E-05,0.000127587,-0.004058014,0.000178465,0.000394387,0.000394301,0.001150771,0.000335066,-0.000616999,0.000524056,0.001428407,0.001110335,7.45309E-05,-2.29508E-05,-8.43647E-05,0.001339885,-5.72646E-05,7.915E-05,1.62854E-06,9.6997E-05,0.000565187,8.61252E-05,0.000213061,0.000266476,-0.00025974,-0.000182919,0.000274429,0.000117209,0.000873088,0.000322648,0.000714309,0.001030431,0.000245942,0.000494469,0.000175482,0.001679036,0.0006482,-0.000470283,0.000485513,-0.000628623,0.000458584,0.000901509,0.000429455,9.43554E-05,0.000366585,0.000810963,0.000491448,0.000454905,0.000106465,-0.00074637,0.000118274,-0.037129673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stage IIIA,3,1
193,-0.006654494,-0.007545435,0.064592604,-0.004581704,0.021648208,0.04548493,0.040807231,0.043520876,0.00203324,4.27507E-05,-0.002278047,-0.000320882,0.049192129,0.018485002,0.000538374,0.030775248,-0.009098327,-0.001041537,0.013863603,0.01033872,0.001833713,-0.000833285,0.00907016,-0.005017102,0.026779701,-0.004603113,0.052537732,0.015487294,-0.002071011,-0.014485466,-0.006527276,0.00324657,-0.001256417,-0.00099394,0.037808428,0.013078328,0.012323598,0.00260852,-0.009976017,-0.000122217,-0.001627716,0.015205496,0.001045975,-0.00072798,0.013808984,0.002122898,-6.34878E-05,-0.005160166,0.002006282,-9.27658E-05,-0.000541433,0.063621886,-2.51151E-05,0.011168251,0.018239751,0.03088771,-0.001444757,0.002850314,0.01002262,0.040756679,0.018201867,0.00010014,-0.001256967,0.000599488,-0.019807792,0.002712322,0.013124369,-0.002372431,0.000190176,0.011648477,-0.004981521,-0.000721508,-0.002952072,0.007527736,0.010983891,-0.001314419,0.003489725,-0.006194209,-0.008622518,-0.003968384,0.018576888,0.016515459,-0.002139132,0.002650361,-0.016535503,-0.015933305,-0.007023749,0.015191859,0.002507322,-0.001275572,0.00674947,-0.007646529,-0.000519339,-0.006032795,0.00667159,-0.002421105,-0.001220259,-0.000307025,-0.007914068,-0.000258318,0.023793696,-0.019842532,-0.021835265,-0.014997468,-0.013352876,-0.004675417,0.010840282,-0.008699004,-0.011336829,-0.008249939,-0.002804965,-0.005822083,-0.004697875,-0.012873744,-0.01477572,0.000548725,0.001292095,-0.004092752,-0.002760927,0.008903996,0.005427043,-0.003898742,-0.005110491,-0.020598378,-0.008635857,-0.009358479,-0.015041258,-0.032103343,-0.023933621,-0.005066804,-0.045186304,0.017974285,-0.008368266,-0.006156409,-0.005356418,-0.045952106,-0.019742199,-0.021156153,-0.002940158,-0.02456674,-0.002823819,-0.084442299,-0.01204,0.006591278,-0.005813071,-0.012814146,-0.045232581,0.01694492,-0.02747523,-0.000913845,-0.003131435,-0.004289774,0.081674157,-0.004794244,-0.004829426,-0.003735643,-0.037123571,-0.012306338,-0.004736449,-0.001847271,-0.046777227,0.041653568,-0.002650521,-0.010571634,-0.006403264,0.056172509,-0.000264577,0.004639569,-0.006170395,-0.002591223,-0.011458883,-0.00633434,-0.004911368,-0.0092566,0.011719737,-0.008564377,-0.004912448,-0.006103894,-0.024388544,-0.009139859,-0.013573492,-0.012778494,-0.00032888,-0.009249962,-0.005110878,-0.045743299,-0.019394412,-0.017680355,0.004137969,-0.004727006,-0.008793562,-0.009721627,0.009898132,-0.00267652,-0.012155242,-0.015816191,0.02561378,-0.01590015,-0.003527586,-0.007485922,-0.003665657,-0.138049813,Stage IIIA,3,0
198,0.000909375,0.002341323,0.001376946,0.001326906,0.00031525,0.001394843,-0.009103233,0.00080971,0.000580291,-0.000575573,0.000308659,0.000144265,0.001088317,-0.000734987,-0.001350472,0.000718612,0.002827289,0.002442787,0.00068331,-0.000589352,1.24721E-05,0.000156012,-0.003000606,0.002055479,-0.002357741,0.001358241,-0.001775463,-0.000789891,0.000645442,0.004484704,0.000152859,0.00036409,0.000282726,0.000175774,-0.018776195,0.004069,0.002312294,0.000278149,0.003359797,-0.000118709,0.006283161,-0.000795766,0.003257125,0.000244736,0.002669072,-0.003068382,0.003189001,0.001148016,-0.001513402,-8.07584E-05,5.89277E-05,0.001492335,-3.69782E-05,0.003248925,-0.000229353,-0.004787561,-0.000201332,-0.001031773,0.004525568,-0.011830143,0.005235303,-0.000140058,0.001244772,-0.003391506,0.000156737,0.00126497,1.64661E-07,0.000727461,-0.000648273,0.002775959,0.001842655,-0.000153186,4.47645E-05,0.000321929,-0.002079918,0.000332352,0.000324488,0.002082242,0.00112707,-0.001824253,0.001343461,4.82408E-05,0.000568382,0.000156836,0.005322061,0.002775099,0.002138185,-0.002924163,0.00011164,0.001156444,-0.001014131,0.00254893,4.36397E-05,0.001362926,0.001433886,0.002433311,0.000554751,-6.21578E-05,-0.00031798,-1.71311E-05,-0.128576121,-0.00706169,-0.018138659,-0.010769975,-0.010416052,-0.002509842,-0.010839061,0.070320358,-0.006343503,-0.004581716,0.004504281,-0.002471543,-0.001173947,-0.008732165,0.005759445,0.010573317,-0.005661044,-0.021959441,-0.018969688,-0.005331363,0.004683139,-0.000120242,-0.00128297,0.023706436,-0.016077971,0.018654224,-0.010811993,0.014110113,0.006359813,-0.004885678,-0.03522309,-0.001244233,-0.002932114,-0.002286577,-0.001517675,0.146126461,-0.031677584,-0.018015392,-0.002221729,-0.02639897,0.000914269,-0.048723704,0.006283219,-0.025447434,-0.001957128,-0.020838526,0.024140736,-0.024825193,-0.008950442,0.011820432,0.000616023,-0.000495455,-0.011605487,0.000270389,-0.025387889,0.001750319,0.037470682,0.001666487,0.008177747,-0.035364041,0.092018541,-0.040778217,0.001077482,-0.009804401,0.026487162,-0.00099393,-0.009883463,-0.0000118,-0.005729042,0.00508179,-0.021725429,-0.014480175,0.001179685,-0.000345839,-0.002549314,0.016324221,-0.002656196,-0.002575731,-0.01628826,-0.008750406,0.01432935,-0.010527461,-0.000371087,-0.004475069,-0.001272525,-0.041602099,-0.021790783,-0.016816929,0.022989946,-0.000914999,-0.009071816,0.008038315,-0.01983834,-0.000378446,-0.010738802,-0.011233752,-0.019070917,-0.004369374,0.000460087,0.002568356,0.000103413,-0.136459221,Stage IIIA,4,1
209,0.001511719,0.001724472,0.001180366,0.000830432,0.001205293,0.000723641,0.001083263,0.000824308,0.000116799,0.000137119,0.000754217,0.000295092,0.000970612,0.001026675,0.000493048,0.000450565,0.001214689,0.000626059,0.000922758,0.00044025,0.000225258,0.000241146,0.00097536,0.000722356,0.000700884,0.000802301,0.002718411,0.000897296,0.003470628,0.00238706,0.000858668,0.000215153,0.000364282,0.000303145,0.001038269,0.001322042,0.002574043,0.0003791,0.000926706,0.000165509,0.002744167,0.001256527,0.00032571,0.000363803,0.000942702,0.000528132,0.00118573,0.001038061,0.000734499,7.80374E-05,0.000233189,0.00301282,0.000250236,0.00080372,0.00060881,0.003036653,0.000353099,0.000612324,0.000604432,0.002748666,0.002508945,0.000126496,9.51516E-05,-2.57306E-05,0.003456869,0.000403582,0.000995026,0.000625625,0.000141133,0.000535805,5.08381E-05,0.000276513,0.000626769,0.000281015,0.00111628,0.000373023,0.000261961,0.001360548,-0.000121348,0.000942364,0.000837542,0.00064949,0.000481594,0.000414825,0.001446477,0.000817629,-0.00042618,0.001132646,0.000223241,0.000190513,0.000557111,0.00033382,0.000156784,0.001051231,0.000799574,-0.000142403,0.00053205,0.000221025,0.001199931,0.000184342,-0.052518123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stage IIIA,4,1
231,9.93261E-05,-6.48552E-06,0.000295529,7.26242E-05,-9.81639E-05,-1.5086E-05,-0.000301723,5.81497E-05,0.000158204,-4.54085E-05,-6.29838E-05,-9.84517E-06,-3.58647E-06,0.000365065,-4.13921E-05,-3.94562E-05,-0.000340191,-0.000302192,-9.74813E-05,-0.000809321,-1.77876E-05,1.95407E-05,-0.000422328,0.000875739,-0.000337737,0.000227097,0.001118953,-0.000543964,-0.00111775,-0.001530008,-0.000194838,-0.000131084,1.88054E-05,1.24439E-05,-0.001391361,0.000921409,-0.000388231,-0.000244816,0.000103771,-6.50368E-05,0.000769179,-0.000314739,-0.000356346,-1.89014E-05,-0.000437929,-1.28136E-05,0.000176777,-0.00019318,-9.55941E-05,-4.47011E-05,1.04372E-05,0.002185297,1.09073E-05,0.00015679,2.95885E-05,0.001387374,-0.000171951,0.000102832,-0.000210545,0.000670586,0.000169245,-4.91275E-05,-9.58103E-05,-0.000238833,-0.001815304,-0.000407526,0.000140208,-0.000194511,-3.83978E-05,-8.89638E-05,0.000574825,1.71854E-05,0.000146133,0.000223506,-0.000346256,3.58843E-05,-0.000176934,0.000240265,-0.000287388,0.000232564,-0.000210119,-0.000285737,0.000182344,-8.9086E-05,0.000389888,-4.86502E-05,-0.000600461,6.68126E-05,-2.32905E-07,-0.00014484,-0.000311274,-0.000388301,-9.38427E-05,0.000236071,2.96215E-05,1.6886E-05,8.39179E-05,-5.72183E-05,-0.00130101,-4.05947E-05,-0.027486149,-0.030674281,-0.032391876,-0.023220812,-0.020279161,-0.054324326,-0.019786425,-0.015885712,-0.017462237,-0.011562129,-0.004040708,-0.012859129,-0.007488809,-0.019879968,-0.015362682,0.0000486,-0.014845084,-0.018182651,-0.005684881,-0.029461451,-0.021962476,-0.005761335,-0.007667545,-0.047457149,-0.003796044,-0.009611131,-0.013454441,-0.019715804,-0.032595884,0.019042269,-0.073310706,-0.018817485,-0.02035218,-0.009312886,-0.008293525,-0.080902896,0.008661854,0.006161114,-0.009938474,-0.026379892,-0.004650766,-0.151363146,-0.037923743,-0.039963144,-0.008772778,-0.056192338,-0.019874732,0.002860678,-0.031188853,-0.02061452,-0.00455428,-0.004289839,0.249509229,-0.006946137,-0.010895904,-0.016243495,0.002177065,-0.022138518,0.029176009,-0.029159623,-0.024235831,-0.037140026,-0.003797751,-0.004680501,-0.009063468,-0.123759803,-0.016220814,0.003543023,-0.013342356,-0.00437532,-0.035383708,0.010836902,-0.007354304,-0.007433505,0.020319951,-0.002335794,-0.010134313,-0.00961759,-0.036202316,-0.016531905,-0.020980747,-0.040175333,-0.02853966,-0.010179552,-0.009767344,-0.073767877,-0.029875603,-0.015802133,-0.021878339,0.023694736,-0.023408259,-0.049775718,-0.030512215,-0.006728828,-0.015707208,-0.036104295,-0.024215865,-0.013003917,-0.005540372,-0.02212379,-0.005394668,-0.107940435,Stage IIIA,4,0
237,0.000885309,0.001544468,0.000641557,0.000509069,0.00061594,0.000695709,1.17762E-05,0.000378671,0.000326418,0.000168414,0.000258754,0.000276361,0.000292836,-0.000314102,-8.51833E-05,0.000411864,0.00021905,6.1879E-05,0.000963575,0.000116047,0.000204961,0.000257787,0.000659262,0.000179771,-4.21906E-05,0.000424304,0.000300254,0.001251015,-0.000828758,0.003232456,0.000667481,0.000522644,0.000281641,0.000266847,0.002001343,-0.000939057,-0.000875213,0.000266748,0.000220216,0.00015759,0.002779896,0.000513098,0.000269348,0.000266165,0.00029636,-0.001339329,-0.000384072,-0.000143555,0.000539201,0.000171481,0.000181806,-0.00648465,0.000261569,-0.00011149,-0.000190863,0.000495598,0.000656603,-0.000977931,0.000173723,-0.000331213,-0.000266987,0.000162324,-0.000307104,8.52593E-05,0.002578528,0.00064406,-0.000456337,0.000414904,0.000176681,0.000377297,-0.000319752,0.00025059,0.000161477,-0.000323917,-0.000432051,0.000298683,0.000144087,0.001104992,9.68569E-05,0.000563481,-0.000120838,0.000486858,0.000320219,0.000189294,0.00172543,0.001110206,-0.00042034,6.06369E-05,-0.000800964,0.000758381,0.000661541,0.000404232,0.000167134,0.000190637,0.000714988,0.00061189,-1.57856E-05,0.000220336,0.000909284,0.00021725,-0.019286967,-0.005113243,0.021558796,-0.008904289,-0.006060451,-0.02170998,0.006057376,-0.000553885,-0.005263708,-0.003877238,0.003221406,-0.005264529,0.002434238,-0.006792202,-0.032667903,0.000754812,0.001429628,-0.015975241,0.008331549,0.009376857,-0.00034036,0.002133622,0.000928513,-0.009900162,-0.019853663,0.004017404,-0.008947838,-0.058451751,0.024909686,0.003788804,0.064326324,0.005184897,0.002764204,-0.000111675,0.000532767,-0.001711305,-0.062413008,-0.028965471,0.007450585,-0.015624085,0.003526621,-0.089104511,-0.002528866,-0.021222861,0.000229783,-0.027074959,-0.062993189,-0.008937686,-0.02820885,0.001112606,0.002896724,0.001744733,-0.008540862,0.002376443,-0.020699917,-0.019266243,-0.028654231,0.003259055,-0.008885343,-0.013674113,-0.058597153,-0.052576915,0.003375003,-0.00975168,0.000908913,0.015344579,0.01833177,-0.024244046,0.004408659,0.003009863,-0.01567312,-0.016415452,0.001126545,-0.006712434,-0.000520236,-0.009597226,-0.000798107,0.001789839,-0.007177864,-0.011167327,-0.007488116,-0.03254931,0.003418847,-0.007016949,-0.000398984,-0.031288235,0.01051195,-0.003805512,-0.016985522,0.002785336,0.007987254,-0.009633947,0.000513629,0.00322597,-0.011544369,-0.010653904,-0.002530087,-0.012535013,0.003559746,0.032446642,0.003347829,-0.138940591,Stage IIIA,2,1
