,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350
350,2.7026296586578744e-05,2.7026296586578744e-05,5.8820069407681895e-05,5.8820069407681895e-05,5.8820069407681895e-05,1.5151285586582021e-05,8.332638946754438e-05,2.7026296586578744e-05,5.55524693072607e-05,2.4509203205803786e-05,0.000142836737608913,3.030211205721039e-05,2.1276143060785943e-05,2.1276143060785943e-05,1.3888695990333467e-05,1.8518175589340937e-05,5.8820069407681895e-05,1.1494120757232674e-05,3.7035665345727935e-05,3.7035665345727935e-05,3.7035665345727935e-05,2.7026296586578744e-05,2.1276143060785943e-05,3.999840006399744e-05,2.1276143060785943e-05,2.325527313318295e-05,2.1276143060785943e-05,3.846005922849121e-05,2.1276143060785943e-05,7.691716021844474e-05,8.332638946754438e-05,5.8820069407681895e-05,2.7026296586578744e-05,1.5624755863189637e-05,2.898466711109823e-05,0.0004997501249375312,4.999750012499374e-05,2.2726756210086136e-05,1.2986844326697056e-05,1.9047256242738236e-05,8.332638946754438e-05,4.545247943275305e-05,4.545247943275305e-05,5.8820069407681895e-05,2.3808956929596916e-05,3.7035665345727935e-05,1.75435518675111e-05,3.1249023468016625e-05,2.1276143060785943e-05,3.2257023966968804e-05,3.333222225925803e-05,2.7026296586578744e-05,1.0309172070391026e-05,4.545247943275305e-05,8.928491709895446e-06,0.0002221728504776716,2.6665955574518015e-05,4.545247943275305e-05,2.1276143060785943e-05,0.0004997501249375312,5.8820069407681895e-05,3.999840006399744e-05,2.3808956929596916e-05,2.9410899679421197e-05,2.7026296586578744e-05,2.4389649032950417e-05,3.7035665345727935e-05,4.032095480020967e-05,5.8820069407681895e-05,1.75435518675111e-05,1.694886527346994e-05,1.75435518675111e-05,1.6393173882395374e-05,2.1276143060785943e-05,3.999840006399744e-05,2.5640368195687293e-05,3.1249023468016625e-05,3.1249023468016625e-05,3.2257023966968804e-05,2.040774678067795e-05,0.0001110987668036885,1.75435518675111e-05,3.7035665345727935e-05,2.7026296586578744e-05,2.3808956929596916e-05,0.00016663889351774703,2.7026296586578744e-05,1.75435518675111e-05,3.7035665345727935e-05,3.7035665345727935e-05,1.07525725529833e-05,2.7026296586578744e-05,2.1276143060785943e-05,4.545247943275305e-05,2.7026296586578744e-05,4.545247943275305e-05,1.0309172070391026e-05,2.7026296586578744e-05,2.2221728406035422e-05,1.886756853644271e-05,4.545247943275305e-05,2.499937501562461e-05,3.1249023468016625e-05,2.1276143060785943e-05,0.0001249843769528809,3.7035665345727935e-05,2.7026296586578744e-05,5.8820069407681895e-05,0.00035075412136092597,8.196654125785853e-06,3.999840006399744e-05,3.7035665345727935e-05,1.9607458677280836e-05,1.1494120757232674e-05,2.3808956929596916e-05,6.896076132680506e-05,1.6128772116578768e-05,2.1276143060785943e-05,5.8820069407681895e-05,2.7026296586578744e-05,3.7035665345727935e-05,6.896076132680506e-05,5.8820069407681895e-05,1.75435518675111e-05,5.8820069407681895e-05,0.0004997501249375312,2.631509697113234e-05,1.75435518675111e-05,5.8820069407681895e-05,2.7026296586578744e-05,1.2986844326697056e-05,4.545247943275305e-05,0.0003332222592469177,3.1249023468016625e-05,5.8820069407681895e-05,4.347637059258293e-05,8.332638946754438e-05,1.2986844326697056e-05,4.761678015332603e-05,3.7035665345727935e-05,2.7026296586578744e-05,8.332638946754438e-05,5.8820069407681895e-05,2.1276143060785943e-05,0.0001999600079984003,3.030211205721039e-05,2.7026296586578744e-05,0.0003332222592469177,3.1249023468016625e-05,2.040774678067795e-05,3.030211205721039e-05,3.7035665345727935e-05,5.8820069407681895e-05,2.1276143060785943e-05,3.2257023966968804e-05,1.8181487609316193e-05,9.09008271975275e-05,9.345707049466826e-06,2.1276143060785943e-05,0.0001999600079984003,5.12794215681247e-05,2.1276143060785943e-05,8.332638946754438e-05,2.898466711109823e-05,3.7035665345727935e-05,2.1276143060785943e-05,8.332638946754438e-05,4.545247943275305e-05,6.249609399412536e-05,1.75435518675111e-05,5.8820069407681895e-05,0.000142836737608913,1.999960000799984e-05,1.6128772116578768e-05,0.000142836737608913,1.2986844326697056e-05,0.000142836737608913,1.7856823985285978e-05,1.0638184700162763e-05,2.3808956929596916e-05,1.9607458677280836e-05,1.6128772116578768e-05,2.1276143060785943e-05,3.7035665345727935e-05,5.8820069407681895e-05,9.90089207037554e-06,2.3808956929596916e-05,1.0309172070391026e-05,4.545247943275305e-05,5.8820069407681895e-05,2.7026296586578744e-05,2.1276143060785943e-05,8.546935496277808e-06,2.3808956929596916e-05,1.886756853644271e-05,2.5640368195687293e-05,1.8181487609316193e-05,5.8820069407681895e-05,9.132336690989123e-06,4.545247943275305e-05,1.4084308671708849e-05,5.8820069407681895e-05,5.8820069407681895e-05,0.0001110987668036885,2.857061226822091e-05,2.7026296586578744e-05,0.0002499375156210947,1.1494120757232674e-05,0.0001110987668036885,3.7035665345727935e-05,2.1276143060785943e-05,3.7035665345727935e-05,1.75435518675111e-05,1.923039941539586e-05,0.000142836737608913,1.0928842307734342e-05,2.1276143060785943e-05,8.546935496277808e-06,1.4492543586324834e-05,4.545247943275305e-05,9.90089207037554e-06,1.0869447071227487e-05,2.7026296586578744e-05,5.26288090100521e-05,3.1249023468016625e-05,1.75435518675111e-05,2.2221728406035422e-05,1.0526204987315922e-05,2.2221728406035422e-05,3.7035665345727935e-05,1.0309172070391026e-05,2.1276143060785943e-05,3.7035665345727935e-05,3.7035665345727935e-05,2.1276143060785943e-05,6.622472698856299e-06,4.545247943275305e-05,2.1276143060785943e-05,0.000142836737608913,2.7026296586578744e-05,1.0309172070391026e-05,2.040774678067795e-05,0.0001110987668036885,3.999840006399744e-05,0.0001110987668036885,0.0001249843769528809,2.3808956929596916e-05,1.75435518675111e-05,2.7026296586578744e-05,1.75435518675111e-05,1.6393173882395374e-05,2.499937501562461e-05,2.857061226822091e-05,3.7035665345727935e-05,9.345707049466826e-06,8.332638946754438e-05,0.0001249843769528809,2.3808956929596916e-05,1.2345526598437056e-05,5.8820069407681895e-05,3.7035665345727935e-05,2.7026296586578744e-05,2.7026296586578744e-05,2.7026296586578744e-05,2.2726756210086136e-05,2.7026296586578744e-05,3.7035665345727935e-05,4.545247943275305e-05,0.0006662225183211194,2.9410899679421197e-05,0.0004997501249375312,8.546935496277808e-06,1.0,8.546935496277808e-06,1.75435518675111e-05,0.00020828993959591752,1.75435518675111e-05,3.1249023468016625e-05,2.7026296586578744e-05,3.7035665345727935e-05,8.264394509136289e-06,1.5503635602548797e-05,0.0004997501249375312,6.249609399412536e-05,3.7035665345727935e-05,1.8518175589340937e-05,8.332638946754438e-05,3.7035665345727935e-05,8.332638946754438e-05,3.7035665345727935e-05,1.3888695990333467e-05,2.1276143060785943e-05,0.0012484394506866421,1.0309172070391026e-05,2.7026296586578744e-05,4.545247943275305e-05,1.0988890231975473e-05,5.8820069407681895e-05,1.75435518675111e-05,0.000142836737608913,1.2986844326697056e-05,2.1276143060785943e-05,2.631509697113234e-05,9.09008271975275e-05,1.1494120757232674e-05,3.1249023468016625e-05,3.999840006399744e-05,2.7026296586578744e-05,2.7026296586578744e-05,1.3333155557925894e-05,5.8820069407681895e-05,4.545247943275305e-05,3.1249023468016625e-05,0.000142836737608913,1.5384378701866124e-05,0.0004997501249375312,3.7035665345727935e-05,2.7026296586578744e-05,1.4925150370889985e-05,2.1276143060785943e-05,2.7026296586578744e-05,6.944396219470698e-06,2.7026296586578744e-05,6.249609399412536e-05,1.4925150370889985e-05,1.4492543586324834e-05,3.2257023966968804e-05,2.7026296586578744e-05,3.7035665345727935e-05,0.0009990009990009992,5.8820069407681895e-05,2.7026296586578744e-05,2.1276143060785943e-05,0.0004997501249375312,2.1276143060785943e-05,3.7035665345727935e-05,2.3808956929596916e-05,5.8820069407681895e-05,5.8820069407681895e-05,1.923039941539586e-05,4.545247943275305e-05,7.691716021844474e-05,1.75435518675111e-05,1.1110987655692714e-05,2.7026296586578744e-05,5.8820069407681895e-05,2.1276143060785943e-05,8.332638946754438e-05,8.332638946754438e-05,0.000142836737608913,0.0
349,3.333222225925803e-05,3.333222225925803e-05,9.999000099990002e-05,9.999000099990002e-05,9.999000099990002e-05,1.694886527346994e-05,0.0001999600079984003,3.333222225925803e-05,9.09008271975275e-05,2.95849235229727e-05,1.0,3.846005922849121e-05,2.499937501562461e-05,2.499937501562461e-05,1.5384378701866124e-05,2.1276143060785943e-05,9.999000099990002e-05,1.24998437519531e-05,4.999750012499374e-05,4.999750012499374e-05,4.999750012499374e-05,3.333222225925803e-05,2.499937501562461e-05,5.55524693072607e-05,2.499937501562461e-05,2.777700619427238e-05,2.499937501562461e-05,5.26288090100521e-05,2.499937501562461e-05,0.00016663889351774703,0.0001999600079984003,9.999000099990002e-05,3.333222225925803e-05,1.75435518675111e-05,3.6362314097669174e-05,0.0001999600079984003,7.691716021844474e-05,2.7026296586578744e-05,1.4285510206997042e-05,2.1977538955187797e-05,0.0001999600079984003,6.666222251849876e-05,6.666222251849876e-05,9.999000099990002e-05,2.857061226822091e-05,4.999750012499374e-05,1.999960000799984e-05,3.999840006399744e-05,2.499937501562461e-05,4.16649306278905e-05,4.347637059258293e-05,3.333222225925803e-05,1.1110987655692714e-05,6.666222251849876e-05,9.523718821725508e-06,0.00039984006397441024,3.2785810301301594e-05,6.666222251849876e-05,2.499937501562461e-05,0.0001999600079984003,9.999000099990002e-05,5.55524693072607e-05,2.857061226822091e-05,3.7035665345727935e-05,3.333222225925803e-05,2.9410899679421197e-05,4.999750012499374e-05,5.6176619291051057e-05,9.999000099990002e-05,1.999960000799984e-05,1.923039941539586e-05,1.999960000799984e-05,1.8518175589340937e-05,2.499937501562461e-05,5.55524693072607e-05,3.1249023468016625e-05,3.999840006399744e-05,3.999840006399744e-05,4.16649306278905e-05,2.3808956929596916e-05,0.0004997501249375312,1.999960000799984e-05,4.999750012499374e-05,3.333222225925803e-05,2.857061226822091e-05,0.0009990009990009992,3.333222225925803e-05,1.999960000799984e-05,4.999750012499374e-05,4.999750012499374e-05,1.1627771770095696e-05,3.333222225925803e-05,2.499937501562461e-05,6.666222251849876e-05,3.333222225925803e-05,6.666222251849876e-05,1.1110987655692714e-05,3.333222225925803e-05,2.631509697113234e-05,2.173865785526402e-05,6.666222251849876e-05,3.030211205721039e-05,3.999840006399744e-05,2.499937501562461e-05,0.0009990009990009992,4.999750012499374e-05,3.333222225925803e-05,9.999000099990002e-05,0.0001015125367982946,8.695576560203825e-06,5.55524693072607e-05,4.999750012499374e-05,2.2726756210086136e-05,1.24998437519531e-05,2.857061226822091e-05,0.00013331555792560993,1.8181487609316193e-05,2.499937501562461e-05,9.999000099990002e-05,3.333222225925803e-05,4.999750012499374e-05,0.00013331555792560993,9.999000099990002e-05,1.999960000799984e-05,9.999000099990002e-05,0.0001999600079984003,3.2257023966968804e-05,1.999960000799984e-05,9.999000099990002e-05,3.333222225925803e-05,1.4285510206997042e-05,6.666222251849876e-05,0.0002499375156210947,3.999840006399744e-05,9.999000099990002e-05,6.249609399412536e-05,0.0001999600079984003,1.4285510206997042e-05,7.142346975216056e-05,4.999750012499374e-05,3.333222225925803e-05,0.0001999600079984003,9.999000099990002e-05,2.499937501562461e-05,0.0004997501249375312,3.846005922849121e-05,3.333222225925803e-05,0.0002499375156210947,3.999840006399744e-05,2.3808956929596916e-05,3.846005922849121e-05,4.999750012499374e-05,9.999000099990002e-05,2.499937501562461e-05,4.16649306278905e-05,2.0832899314597614e-05,0.0002499375156210947,9.999900000999989e-06,2.499937501562461e-05,0.0004997501249375312,7.999360051195904e-05,2.499937501562461e-05,0.0001999600079984003,3.6362314097669174e-05,4.999750012499374e-05,2.499937501562461e-05,0.0001999600079984003,6.666222251849876e-05,0.0001110987668036885,1.999960000799984e-05,9.999000099990002e-05,1.0,2.325527313318295e-05,1.8181487609316193e-05,1.0,1.4285510206997042e-05,1.0,2.040774678067795e-05,1.1494120757232674e-05,2.857061226822091e-05,2.2726756210086136e-05,1.8181487609316193e-05,2.499937501562461e-05,4.999750012499374e-05,9.999000099990002e-05,1.0638184700162763e-05,2.857061226822091e-05,1.1110987655692714e-05,6.666222251849876e-05,9.999000099990002e-05,3.333222225925803e-05,2.499937501562461e-05,9.0908264470323e-06,2.857061226822091e-05,2.173865785526402e-05,3.1249023468016625e-05,2.0832899314597614e-05,9.999000099990002e-05,9.756002380464579e-06,6.666222251849876e-05,1.5624755863189637e-05,9.999000099990002e-05,9.999000099990002e-05,0.0004997501249375312,3.571301024963394e-05,3.333222225925803e-05,0.0003332222592469177,1.24998437519531e-05,0.0004997501249375312,4.999750012499374e-05,2.499937501562461e-05,4.999750012499374e-05,1.999960000799984e-05,2.2221728406035422e-05,1.0,1.183417947716595e-05,2.499937501562461e-05,9.0908264470323e-06,1.6128772116578768e-05,6.666222251849876e-05,1.0638184700162763e-05,1.1764567475676756e-05,3.333222225925803e-05,8.332638946754438e-05,3.999840006399744e-05,1.999960000799984e-05,2.631509697113234e-05,1.1363507232872354e-05,2.631509697113234e-05,4.999750012499374e-05,1.1110987655692714e-05,2.499937501562461e-05,4.999750012499374e-05,4.999750012499374e-05,2.499937501562461e-05,6.944396219470698e-06,6.666222251849876e-05,2.499937501562461e-05,1.0,3.333222225925803e-05,1.1110987655692714e-05,2.3808956929596916e-05,0.0004997501249375312,5.55524693072607e-05,0.0004997501249375312,0.0009990009990009992,2.857061226822091e-05,1.999960000799984e-05,3.333222225925803e-05,1.999960000799984e-05,1.8518175589340937e-05,3.030211205721039e-05,3.571301024963394e-05,4.999750012499374e-05,9.999900000999989e-06,0.0001999600079984003,0.0009990009990009992,2.857061226822091e-05,1.351333090093377e-05,9.999000099990002e-05,4.999750012499374e-05,3.333222225925803e-05,3.333222225925803e-05,3.333222225925803e-05,2.7026296586578744e-05,3.333222225925803e-05,4.999750012499374e-05,6.666222251849876e-05,0.00018178512997636792,3.7035665345727935e-05,0.0001999600079984003,9.0908264470323e-06,0.000142836737608913,9.0908264470323e-06,1.999960000799984e-05,0.00045433893684688776,1.999960000799984e-05,3.999840006399744e-05,3.333222225925803e-05,4.999750012499374e-05,8.771852878483521e-06,1.7391001895619207e-05,0.0001999600079984003,0.0001110987668036885,4.999750012499374e-05,2.1276143060785943e-05,0.0001999600079984003,4.999750012499374e-05,0.0001999600079984003,4.999750012499374e-05,1.5384378701866124e-05,2.499937501562461e-05,0.00012818869375721061,1.1110987655692714e-05,3.333222225925803e-05,6.666222251849876e-05,1.1904620183093057e-05,9.999000099990002e-05,1.999960000799984e-05,1.0,1.4285510206997042e-05,2.499937501562461e-05,3.2257023966968804e-05,0.0002499375156210947,1.24998437519531e-05,3.999840006399744e-05,5.55524693072607e-05,3.333222225925803e-05,3.333222225925803e-05,1.4705666093145688e-05,9.999000099990002e-05,6.666222251849876e-05,3.999840006399744e-05,1.0,1.7241082050309475e-05,0.0001110987668036885,4.999750012499374e-05,3.333222225925803e-05,1.666638889351844e-05,2.499937501562461e-05,3.333222225925803e-05,7.299216794038e-06,3.333222225925803e-05,0.0001110987668036885,1.666638889351844e-05,1.6128772116578768e-05,4.16649306278905e-05,3.333222225925803e-05,4.999750012499374e-05,0.0001249843769528809,9.999000099990002e-05,3.333222225925803e-05,2.499937501562461e-05,0.0001999600079984003,2.499937501562461e-05,4.999750012499374e-05,2.857061226822091e-05,9.999000099990002e-05,9.999000099990002e-05,2.2221728406035422e-05,6.666222251849876e-05,0.00016663889351774703,1.999960000799984e-05,1.204804761388417e-05,3.333222225925803e-05,9.999000099990002e-05,2.499937501562461e-05,0.0001999600079984003,0.0001999600079984003,0.0,0.000142836737608913
348,3.999840006399744e-05,3.999840006399744e-05,0.0001999600079984003,0.0001999600079984003,0.0001999600079984003,1.8518175589340937e-05,1.0,3.999840006399744e-05,0.00016663889351774703,3.472101663136697e-05,0.0001999600079984003,4.761678015332603e-05,2.857061226822091e-05,2.857061226822091e-05,1.666638889351844e-05,2.3808956929596916e-05,0.0001999600079984003,1.3333155557925894e-05,6.666222251849876e-05,6.666222251849876e-05,6.666222251849876e-05,3.999840006399744e-05,2.857061226822091e-05,7.691716021844474e-05,2.857061226822091e-05,3.2257023966968804e-05,2.857061226822091e-05,7.142346975216056e-05,2.857061226822091e-05,0.0009990009990009992,1.0,0.0001999600079984003,3.999840006399744e-05,1.923039941539586e-05,4.444246922359006e-05,9.999000099990002e-05,0.0001249843769528809,3.1249023468016625e-05,1.5384378701866124e-05,2.4690748376583295e-05,1.0,9.999000099990002e-05,9.999000099990002e-05,0.0001999600079984003,3.333222225925803e-05,6.666222251849876e-05,2.2221728406035422e-05,4.999750012499374e-05,2.857061226822091e-05,5.26288090100521e-05,5.55524693072607e-05,3.999840006399744e-05,1.1764567475676756e-05,9.999000099990002e-05,9.999900000999989e-06,0.00013331555792560993,3.921414846476608e-05,9.999000099990002e-05,2.857061226822091e-05,9.999000099990002e-05,0.0001999600079984003,7.691716021844474e-05,3.333222225925803e-05,4.545247943275305e-05,3.999840006399744e-05,3.448156960104824e-05,6.666222251849876e-05,7.811889696117492e-05,0.0001999600079984003,2.2221728406035422e-05,2.1276143060785943e-05,2.2221728406035422e-05,2.040774678067795e-05,2.857061226822091e-05,7.691716021844474e-05,3.7035665345727935e-05,4.999750012499374e-05,4.999750012499374e-05,5.26288090100521e-05,2.7026296586578744e-05,0.0003332222592469177,2.2221728406035422e-05,6.666222251849876e-05,3.999840006399744e-05,3.333222225925803e-05,0.00016663889351774703,3.999840006399744e-05,2.2221728406035422e-05,6.666222251849876e-05,6.666222251849876e-05,1.2345526598437056e-05,3.999840006399744e-05,2.857061226822091e-05,9.999000099990002e-05,3.999840006399744e-05,9.999000099990002e-05,1.1764567475676756e-05,3.999840006399744e-05,3.030211205721039e-05,2.4389649032950417e-05,9.999000099990002e-05,3.571301024963394e-05,4.999750012499374e-05,2.857061226822091e-05,0.0002499375156210947,6.666222251849876e-05,3.999840006399744e-05,0.0001999600079984003,6.733553296074339e-05,9.0908264470323e-06,7.691716021844474e-05,6.666222251849876e-05,2.5640368195687293e-05,1.3333155557925894e-05,3.333222225925803e-05,0.00039984006397441024,1.999960000799984e-05,2.857061226822091e-05,0.0001999600079984003,3.999840006399744e-05,6.666222251849876e-05,0.00039984006397441024,0.0001999600079984003,2.2221728406035422e-05,0.0001999600079984003,9.999000099990002e-05,3.846005922849121e-05,2.2221728406035422e-05,0.0001999600079984003,3.999840006399744e-05,1.5384378701866124e-05,9.999000099990002e-05,0.0001110987668036885,4.999750012499374e-05,0.0001999600079984003,9.09008271975275e-05,1.0,1.5384378701866124e-05,0.0001110987668036885,6.666222251849876e-05,3.999840006399744e-05,1.0,0.0001999600079984003,2.857061226822091e-05,0.000142836737608913,4.761678015332603e-05,3.999840006399744e-05,0.0001110987668036885,4.999750012499374e-05,2.7026296586578744e-05,4.761678015332603e-05,6.666222251849876e-05,0.0001999600079984003,2.857061226822091e-05,5.26288090100521e-05,2.325527313318295e-05,0.0009990009990009992,1.0526204987315922e-05,2.857061226822091e-05,0.000142836737608913,0.00013331555792560993,2.857061226822091e-05,1.0,4.444246922359006e-05,6.666222251849876e-05,2.857061226822091e-05,1.0,9.999000099990002e-05,0.0002499375156210947,2.2221728406035422e-05,0.0001999600079984003,0.0001999600079984003,2.631509697113234e-05,1.999960000799984e-05,0.0001999600079984003,1.5384378701866124e-05,0.0001999600079984003,2.2726756210086136e-05,1.2194973232033755e-05,3.333222225925803e-05,2.5640368195687293e-05,1.999960000799984e-05,2.857061226822091e-05,6.666222251849876e-05,0.0001999600079984003,1.1235828810912237e-05,3.333222225925803e-05,1.1764567475676756e-05,9.999000099990002e-05,0.0001999600079984003,3.999840006399744e-05,2.857061226822091e-05,9.523718821725508e-06,3.333222225925803e-05,2.4389649032950417e-05,3.7035665345727935e-05,2.325527313318295e-05,0.0001999600079984003,1.0256305063537809e-05,9.999000099990002e-05,1.694886527346994e-05,0.0001999600079984003,0.0001999600079984003,0.0003332222592469177,4.347637059258293e-05,3.999840006399744e-05,0.0001249843769528809,1.3333155557925894e-05,0.0003332222592469177,6.666222251849876e-05,2.857061226822091e-05,6.666222251849876e-05,2.2221728406035422e-05,2.499937501562461e-05,0.0001999600079984003,1.2578458132602105e-05,2.857061226822091e-05,9.523718821725508e-06,1.75435518675111e-05,9.999000099990002e-05,1.1235828810912237e-05,1.24998437519531e-05,3.999840006399744e-05,0.000142836737608913,4.999750012499374e-05,2.2221728406035422e-05,3.030211205721039e-05,1.204804761388417e-05,3.030211205721039e-05,6.666222251849876e-05,1.1764567475676756e-05,2.857061226822091e-05,6.666222251849876e-05,6.666222251849876e-05,2.857061226822091e-05,7.194192847533471e-06,9.999000099990002e-05,2.857061226822091e-05,0.0001999600079984003,3.999840006399744e-05,1.1764567475676756e-05,2.7026296586578744e-05,0.0003332222592469177,7.691716021844474e-05,0.0003332222592469177,0.0002499375156210947,3.333222225925803e-05,2.2221728406035422e-05,3.999840006399744e-05,2.2221728406035422e-05,2.040774678067795e-05,3.571301024963394e-05,4.347637059258293e-05,6.666222251849876e-05,1.0526204987315922e-05,1.0,0.0002499375156210947,3.333222225925803e-05,1.4492543586324834e-05,0.0001999600079984003,6.666222251849876e-05,3.999840006399744e-05,3.999840006399744e-05,3.999840006399744e-05,3.1249023468016625e-05,3.999840006399744e-05,6.666222251849876e-05,9.999000099990002e-05,9.522902580706599e-05,4.545247943275305e-05,9.999000099990002e-05,9.523718821725508e-06,8.332638946754438e-05,9.523718821725508e-06,2.2221728406035422e-05,0.00013886960144424384,2.2221728406035422e-05,4.999750012499374e-05,3.999840006399744e-05,6.666222251849876e-05,9.174227759378354e-06,1.9047256242738236e-05,9.999000099990002e-05,0.0002499375156210947,6.666222251849876e-05,2.3808956929596916e-05,1.0,6.666222251849876e-05,1.0,6.666222251849876e-05,1.666638889351844e-05,2.857061226822091e-05,7.811889696117492e-05,1.1764567475676756e-05,3.999840006399744e-05,9.999000099990002e-05,1.2658067619397222e-05,0.0001999600079984003,2.2221728406035422e-05,0.0001999600079984003,1.5384378701866124e-05,2.857061226822091e-05,3.846005922849121e-05,0.0009990009990009992,1.3333155557925894e-05,4.999750012499374e-05,7.691716021844474e-05,3.999840006399744e-05,3.999840006399744e-05,1.5872763924382153e-05,0.0001999600079984003,9.999000099990002e-05,4.999750012499374e-05,0.0001999600079984003,1.886756853644271e-05,7.142346975216056e-05,6.666222251849876e-05,3.999840006399744e-05,1.8181487609316193e-05,2.857061226822091e-05,3.999840006399744e-05,7.5757001840895136e-06,3.999840006399744e-05,0.0002499375156210947,1.8181487609316193e-05,1.75435518675111e-05,5.26288090100521e-05,3.999840006399744e-05,6.666222251849876e-05,7.691716021844474e-05,0.0001999600079984003,3.999840006399744e-05,2.857061226822091e-05,9.999000099990002e-05,2.857061226822091e-05,6.666222251849876e-05,3.333222225925803e-05,0.0001999600079984003,0.0001999600079984003,2.499937501562461e-05,9.999000099990002e-05,0.0009990009990009992,2.2221728406035422e-05,1.2820348457071062e-05,3.999840006399744e-05,0.0001999600079984003,2.857061226822091e-05,1.0,0.0,0.0001999600079984003,8.332638946754438e-05
